Product code;Language;Product id;Category;List price;Price;Weight;Quantity;Min quantity;Shipping freight;Date added;Downloadable;Files;Ship downloadable;Inventory tracking;Free shipping;Zero price action;Thumbnail;Detailed image;Product name;Description;Meta keywords;Meta description;Search words;Page title;Taxes;Features;Options;Secondary categories;Pay by points;Override points;Override exchange rate;SEO name;Short description;Status;Popularity;Vendor;Image URL;Images
"W0008TGVI1";"en";"8";"Electronics & Digital Products";"949.99";"849.99";"0.000";"9";"";"0.00";"06 Feb 2012 12:00:00";"N";"";"N";"";"N";"";"";"exim/backup/images/led-tv-32TL515-01.jpg#{[ar]:;[en]:;}";"Toshiba 32TL515U 32"" Class 1080P 3D LED HD TV";"<p> Although its attractive features, design, and passive 3D have merit, the picture quality issues of the Toshiba TL515U LED-based LCD TV lessen its appeal in the face of the stiff competition.</p>";"";"";"";"";"VAT";"Brand: E[Toshiba]";"";"";"Y";"N";"N";"toshiba-32tl515u-32-class-1080p-3d-led-hd-tv";"";"A";"18";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/led-tv-32TL515-01.jpg";"https://is2or.com/images/detailed/0/led-tv-32TL515-01.jpg///https://is2or.com/images/detailed/0/led-tv-32TL515-02.jpg///https://is2or.com/images/detailed/0/led-tv-TL515-04.jpg///https://is2or.com/images/detailed/0/led-tv-32TL515-03.jpg///https://is2or.com/images/detailed/9/led-tv-32TL515-02.jpg///https://is2or.com/images/detailed/9/led-tv-TL515-04.jpg///https://is2or.com/images/detailed/9/led-tv-32TL515-03.jpg"
"";"ar";"";"الإلكترونيات والمنتجات الرقمية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Toshiba 32TL515U 32"" Class 1080P 3D LED HD TV";"<p> Although its attractive features, design, and passive 3D have merit, the picture quality issues of the Toshiba TL515U LED-based LCD TV lessen its appeal in the face of the stiff competition.</p>";"";"";"";"";"VAT";"Brand: E[Toshiba]";"";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/led-tv-32TL515-01.jpg";"https://is2or.com/images/detailed/0/led-tv-32TL515-01.jpg///https://is2or.com/images/detailed/0/led-tv-32TL515-02.jpg///https://is2or.com/images/detailed/0/led-tv-TL515-04.jpg///https://is2or.com/images/detailed/0/led-tv-32TL515-03.jpg///https://is2or.com/images/detailed/9/led-tv-32TL515-02.jpg///https://is2or.com/images/detailed/9/led-tv-TL515-04.jpg///https://is2or.com/images/detailed/9/led-tv-32TL515-03.jpg"
"F0009ORD06";"en";"9";"Electronics & Digital Products";"0.00";"999.99";"0.000";"17";"";"0.00";"06 Feb 2012 12:00:00";"N";"";"N";"";"N";"";"";"exim/backup/images/led-tv-42TL515-01.jpg#{[ar]:;[en]:;}";"Toshiba 42TL515U 42"" Class 1080P 3D LED HD TV";"<p>Although its attractive features, design, and passive 3D have merit, the picture quality issues of the Toshiba TL515U LED-based LCD TV lessen its appeal in the face of the stiff competition.</p>";"";"";"";"";"VAT";"Brand: E[Toshiba]";"";"";"Y";"N";"N";"toshiba-42tl515u-42-class-1080p-3d-led-hd-tv";"";"A";"12";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/led-tv-42TL515-01.jpg";"https://is2or.com/images/detailed/0/led-tv-42TL515-01.jpg///https://is2or.com/images/detailed/0/led-tv-42TL515-02.jpg///https://is2or.com/images/detailed/0/led-tv-42TL515-03.jpg///https://is2or.com/images/detailed/0/led-tv-TL515-0413286204504f3123a20c4ea.jpg///https://is2or.com/images/detailed/9/led-tv-42TL515-02.jpg///https://is2or.com/images/detailed/9/led-tv-42TL515-03.jpg///https://is2or.com/images/detailed/9/led-tv-TL515-0413286204504f3123a20c4ea.jpg"
"";"ar";"";"الإلكترونيات والمنتجات الرقمية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Toshiba 42TL515U 42"" Class 1080P 3D LED HD TV";"<p>Although its attractive features, design, and passive 3D have merit, the picture quality issues of the Toshiba TL515U LED-based LCD TV lessen its appeal in the face of the stiff competition.</p>";"";"";"";"";"VAT";"Brand: E[Toshiba]";"";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/led-tv-42TL515-01.jpg";"https://is2or.com/images/detailed/0/led-tv-42TL515-01.jpg///https://is2or.com/images/detailed/0/led-tv-42TL515-02.jpg///https://is2or.com/images/detailed/0/led-tv-42TL515-03.jpg///https://is2or.com/images/detailed/0/led-tv-TL515-0413286204504f3123a20c4ea.jpg///https://is2or.com/images/detailed/9/led-tv-42TL515-02.jpg///https://is2or.com/images/detailed/9/led-tv-42TL515-03.jpg///https://is2or.com/images/detailed/9/led-tv-TL515-0413286204504f3123a20c4ea.jpg"
"L00102FQ97";"en";"10";"Electronics & Digital Products";"0.00";"1199.99";"0.000";"8";"";"0.00";"06 Feb 2012 12:00:00";"N";"";"N";"";"N";"";"";"exim/backup/images/47tl515.jpg#{[ar]:;[en]:;}";"Toshiba 47TL515U 47"" Class 1080P 3D LED HD TV";"<p>Although its attractive features, design, and passive 3D have merit, the picture quality issues of the Toshiba TL515U LED-based LCD TV lessen its appeal in the face of the stiff competition.</p>";"";"";"";"";"VAT";"Brand: E[Toshiba]";"";"";"Y";"N";"N";"toshiba-47tl515u-47-class-1080p-3d-led-hd-tv";"";"A";"12";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/47tl515.jpg";"https://is2or.com/images/detailed/0/47tl515.jpg///https://is2or.com/images/detailed/0/led-tv-47TL515-01.jpg///https://is2or.com/images/detailed/0/led-tv-47TL515-02.jpg///https://is2or.com/images/detailed/0/led-tv-47TL515-03.jpg///https://is2or.com/images/detailed/0/led-tv-TL515-0413286206244f312450e72f4.jpg///https://is2or.com/images/detailed/9/led-tv-47TL515-01.jpg///https://is2or.com/images/detailed/9/led-tv-47TL515-02.jpg///https://is2or.com/images/detailed/9/led-tv-47TL515-03.jpg///https://is2or.com/images/detailed/9/led-tv-TL515-0413286206244f312450e72f4.jpg"
"";"ar";"";"الإلكترونيات والمنتجات الرقمية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Toshiba 47TL515U 47"" Class 1080P 3D LED HD TV";"<p>Although its attractive features, design, and passive 3D have merit, the picture quality issues of the Toshiba TL515U LED-based LCD TV lessen its appeal in the face of the stiff competition.</p>";"";"";"";"";"VAT";"Brand: E[Toshiba]";"";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/47tl515.jpg";"https://is2or.com/images/detailed/0/47tl515.jpg///https://is2or.com/images/detailed/0/led-tv-47TL515-01.jpg///https://is2or.com/images/detailed/0/led-tv-47TL515-02.jpg///https://is2or.com/images/detailed/0/led-tv-47TL515-03.jpg///https://is2or.com/images/detailed/0/led-tv-TL515-0413286206244f312450e72f4.jpg///https://is2or.com/images/detailed/9/led-tv-47TL515-01.jpg///https://is2or.com/images/detailed/9/led-tv-47TL515-02.jpg///https://is2or.com/images/detailed/9/led-tv-47TL515-03.jpg///https://is2or.com/images/detailed/9/led-tv-TL515-0413286206244f312450e72f4.jpg"
"Z0011CZSNI";"en";"11";"Electronics & Digital Products";"0.00";"30.00";"0.000";"51";"";"0.00";"06 Feb 2012 12:00:00";"N";"";"N";"";"N";"";"";"exim/backup/images/X32444_01.jpg#{[ar]:;[en]:;}";"Collegiate 72 Tee";"<p>It's not how old you are, it's how stylish, and this men's adidas  Originals Collegiate 72 Tee shirt feels just as fresh as it was the day  the Trefoil was born in 1972. That's why this t-shirt features a  collegiate ""72"" on the front.</p>";"";"";"";"";"VAT";"Brand: E[Adidas]";"(CS-Cart) Monotone color: SG[White,Black,Blue,Red,Green,Yellow]///missing_variants_handling=M///multiupload=N///required=N///status=A; (CS-Cart) Apparel Size: SG[Small,Medium,Large,X Large,XX Large]///missing_variants_handling=M///multiupload=N///required=N///status=A";"";"Y";"N";"N";"collegiate-72-tee";"";"A";"18";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/X32444_01.jpg";"https://is2or.com/images/detailed/0/X32444_01.jpg///https://is2or.com/images/detailed/0/X32444_02.jpg///https://is2or.com/images/detailed/9/X32444_02.jpg"
"";"ar";"";"الإلكترونيات والمنتجات الرقمية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Collegiate 72 Tee";"<p>It's not how old you are, it's how stylish, and this men's adidas  Originals Collegiate 72 Tee shirt feels just as fresh as it was the day  the Trefoil was born in 1972. That's why this t-shirt features a  collegiate ""72"" on the front.</p>";"";"";"";"";"VAT";"Brand: E[Adidas]";"(CS-Cart) Monotone color: SG[White,Black,Blue,Red,Green,Yellow]///missing_variants_handling=M///multiupload=N///required=N///status=A; (CS-Cart) Apparel Size: SG[Small,Medium,Large,X Large,XX Large]///missing_variants_handling=M///multiupload=N///required=N///status=A";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/X32444_01.jpg";"https://is2or.com/images/detailed/0/X32444_01.jpg///https://is2or.com/images/detailed/0/X32444_02.jpg///https://is2or.com/images/detailed/9/X32444_02.jpg"
"U0012O5AF0";"en";"12";"Electronics & Digital Products";"31.00";"30.00";"0.000";"12";"";"0.00";"06 Feb 2012 12:00:00";"N";"";"N";"";"N";"";"";"exim/backup/images/173283_0113298267324f438bac97eaf.jpg#{[ar]:;[en]:;}";"100g Pants";"<p>When coach calls you off the bench, you need warm-up pants that come off  in three seconds or less. That’s why these men's adidas 100g basketball  pants have tear-away snaps down the sides, so you're ready for action  as fast as a superhero.</p>";"";"";"";"";"VAT";"Brand: E[Adidas]";"(CS-Cart) Adidas pants color: SG[Black/White/White///image=exim/backup/images/variant_image/173283_01.jpg,Dark Navy/White/White///image=exim/backup/images/variant_image/242265_01.jpg,White/Prime Green///image=exim/backup/images/variant_image/X29580_01.jpg]///missing_variants_handling=M///multiupload=N///required=N///status=A; (CS-Cart) Apparel Size: SG[Small,Medium,Large,X Large,XX Large]///missing_variants_handling=M///multiupload=N///required=N///status=A";"";"Y";"N";"N";"100g-pants";"";"A";"26";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/173283_0113298267324f438bac97eaf.jpg";"https://is2or.com/images/detailed/0/173283_0113298267324f438bac97eaf.jpg"
"";"ar";"";"الإلكترونيات والمنتجات الرقمية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100g Pants";"<p>When coach calls you off the bench, you need warm-up pants that come off  in three seconds or less. That’s why these men's adidas 100g basketball  pants have tear-away snaps down the sides, so you're ready for action  as fast as a superhero.</p>";"";"";"";"";"VAT";"Brand: E[Adidas]";"(CS-Cart) Adidas pants color: SG[Black/White/White///image=exim/backup/images/variant_image/173283_01.jpg,Dark Navy/White/White///image=exim/backup/images/variant_image/242265_01.jpg,White/Prime Green///image=exim/backup/images/variant_image/X29580_01.jpg]///missing_variants_handling=M///multiupload=N///required=N///status=A; (CS-Cart) Apparel Size: SG[Small,Medium,Large,X Large,XX Large]///missing_variants_handling=M///multiupload=N///required=N///status=A";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/173283_0113298267324f438bac97eaf.jpg";"https://is2or.com/images/detailed/0/173283_0113298267324f438bac97eaf.jpg"
"J00133PNYZ";"en";"13";"Electronics & Digital Products";"12.00";"11.96";"0.000";"9";"";"0.00";"06 Feb 2012 12:00:00";"N";"";"N";"";"N";"";"";"exim/backup/images/Z2580.jpg#{[ar]:;[en]:;}";"Your Idea, Inc. 12 Steps to Building a Million Dollar Business -- Starting Today!";"<p style=""text-align:left;color:#000000;font-size:12px;background-color:#ffffff;"">Every time a new story about how some nobody from nowhere got rich producing some clever new product in his garage, you may think, ""Why can't I do that?"" Well, anyone can--the trick is to take those good ideas and build them into great products that can succeed in the marketplace. In this book, you will get the 12-step plan you need to make your new product or service a profitable reality. You will learn important skills for success, including how to:</p><ul style=""text-align:left;color:#000000;font-size:12px;background-color:#ffffff;""><li style=""text-align:left;"">Refine their idea to attract a target audience</li><li style=""text-align:left;"">Research the competition</li><li style=""text-align:left;"">Find the right manufacturer</li><li style=""text-align:left;"">Create appropriate brand messaging</li><li style=""text-align:left;"">Build buzz online and beyond</li><li style=""text-align:left;"">Work trade shows and conventions</li></ul><p><span style=""color:#000000;font-family:Arial, sans-serif;font-size:12px;background-color:#ffffff;"">Written by a woman with no formal business experience who turned her own idea into a million-dollar company, this book is the pragmatic yet inspiring guide every aspiring entrepreneur is looking for.</span></p>";"";"";"";"";"VAT";"";"";"";"Y";"N";"N";"your-idea-inc-12-steps-to-building-a-million-dollar-business-starting-today";"";"A";"6";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/Z2580.jpg";"https://is2or.com/images/detailed/0/Z2580.jpg"
"";"ar";"";"الإلكترونيات والمنتجات الرقمية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Your Idea, Inc. 12 Steps to Building a Million Dollar Business -- Starting Today!";"<p style=""text-align: left; color: #000000; font-size: 12px; background-color: #ffffff;"">Every time a new story about how some nobody from nowhere got rich producing some clever new product in his garage, you may think, ""Why can't I do that?"" Well, anyone can--the trick is to take those good ideas and build them into great products that can succeed in the marketplace. In this book, you will get the 12-step plan you need to make your new product or service a profitable reality. You will learn important skills for success, including how to:</p><ul style=""text-align: left; color: #000000; font-size: 12px; background-color: #ffffff;""><li style=""text-align: left;"">Refine their idea to attract a target audience</li><li style=""text-align: left;"">Research the competition</li><li style=""text-align: left;"">Find the right manufacturer</li><li style=""text-align: left;"">Create appropriate brand messaging</li><li style=""text-align: left;"">Build buzz online and beyond</li><li style=""text-align: left;"">Work trade shows and conventions</li></ul><p><span style=""color: #000000; font-family: Arial, sans-serif; font-size: 12px; background-color: #ffffff;"">Written by a woman with no formal business experience who turned her own idea into a million-dollar company, this book is the pragmatic yet inspiring guide every aspiring entrepreneur is looking for.</span></p>";"";"";"";"";"VAT";"";"";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/Z2580.jpg";"https://is2or.com/images/detailed/0/Z2580.jpg"
