CategoryCode;CategoryPath;Language;CategoryId;DateAdded;Status;Position;DetailedImageURL;Description;ProductDetailsView;UsergroupIds;PageTitle;MetaDescription;MetaKeywords;CategoryUrl;SeoName;Store;Discussion
"381";"Jewelries///Silver ";"en";"381";"15 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/jewelries/silver/";"silver";"";"D"
"";"السيارات والدراجات النارية///السيارات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"359";"Games///PC gaming";"en";"313";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/hobby-and-sports/games-en-2/";"games-en-2";"";""
"";"الصحة والجمال///العطور";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"299";"المجوهرات///الماس";"ar";"286";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/jewelries/jewelries/";"category-286";"";""
"384";"Hobby & Sports///Camping";"en";"384";"15 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/hobby-and-sports/camping/";"camping";"";"D"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"335";"Health & Beauty///Personal Grooming";"en";"317";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/health-and-beauty/personal-grooming/";"personal-grooming";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"389";"Hobby & Sports///Biking";"en";"389";"15 Jan 2025 00:00:00";"A";"60";"";"";"default";"0";"";"";"";"https://is2or.com/hobby-and-sports/biking/";"biking";"";"D"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"280";"Electronics///Image";"en";"289";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/electronics/image/";"image";"";""
"";"الإلكترونيات///الأجهزة القابلة للارتداء";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"339";"الصحة والجمال///الوقاية من الشمس والتسمير";"ar";"379";"15 Jan 2025 03:24:39";"A";"0";"";"";"default";"0";"";"";"";"https://is2or.com/health-and-beauty/sun-care-and-tanning/";"category-379";"";"D"
"393";"Health & Beauty///Food Supplements";"en";"393";"15 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/health-and-beauty/food-supplements/";"food-supplements";"";"D"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"284";"Electronics/// Mobile Phones";"en";"293";"15 Jan 2025 00:00:00";"A";"0";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/mobile-phones/";"mobile-phones";"";"D"
"";"السيارات والدراجات النارية///القوارب";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"401";"House & Gardening///Cleaning Products";"en";"401";"15 Jan 2025 00:00:00";"A";"130";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/cleaning-products/";"cleaning-products";"";"D"
"";"الإلكترونيات///السكوترات الكهربائية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"388";"Hobby & Sports///Gym Equipment";"en";"388";"15 Jan 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"";"https://is2or.com/hobby-and-sports/gym-equipment/";"gym-equipment";"";"D"
"";"الهوايات والرياضة///معدات الصالة الرياضية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"389";"Hobby & Sports///Biking";"en";"389";"15 Jan 2025 00:00:00";"A";"60";"";"";"default";"0";"";"";"";"https://is2or.com/hobby-and-sports/biking/";"biking";"";"D"
"";"الهوايات والرياضة///ركوب الدراجات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"399";"House & Gardening///Furnitures";"en";"399";"15 Jan 2025 00:00:00";"A";"110";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/furnitures/";"furnitures";"";"D"
"";"Fresh & Local///Diet meals";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"409";"Fresh & Local///Honey and Ghee";"en";"409";"21 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/fresh-and-local/honey-and-ghee/";"honey-and-ghee";"";"D"
"";"Fresh & Local///Honey and Ghee";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"408";"Fresh & Local///Fruits from farms";"en";"408";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/fresh-and-local/fruits-from-farms/";"fruits-from-farms";"";"D"
"";"Fresh & Local///Fruits from farms";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"407";"Fresh & Local///Cottage food";"en";"407";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/fresh-and-local/cottage-food/";"cottage-food";"";"D"
"";"Fresh & Local///Cottage food";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"405";"Electronics///Digital product";"en";"405";"21 Jan 2025 00:00:00";"A";"100";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/digital-product/";"digital-product";"";"D"
"";"الإلكترونيات///Digital product";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"404";"House & Gardening///Bathroom Equipment";"en";"404";"15 Jan 2025 00:00:00";"A";"160";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/bathroom-equipment/";"bathroom-equipment";"";"D"
"";"المنزل والحدائق///معدات الحمامات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"403";"House & Gardening///Linen Items";"en";"403";"15 Jan 2025 00:00:00";"A";"150";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/linen-items/";"linen-items";"";"D"
"";"المنزل والحدائق///عناصر الكتان";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"402";"House & Gardening///Kitchen Items";"en";"402";"15 Jan 2025 00:00:00";"A";"140";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/kitchen-items/";"kitchen-items";"";"D"
"";"المنزل والحدائق///أدوات المطبخ";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"401";"House & Gardening///Cleaning Products";"en";"401";"15 Jan 2025 00:00:00";"A";"130";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/cleaning-products/";"cleaning-products";"";"D"
"";"المنزل والحدائق///منتجات التنظيف";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"400";"House & Gardening///Lighting";"en";"400";"15 Jan 2025 00:00:00";"A";"120";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/lighting/";"lighting";"";"D"
"";"المنزل والحدائق///الإضاءة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"394";"Health & Beauty///Make up";"en";"394";"15 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/health-and-beauty/make-up/";"make-up";"";"D"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"393";"Health & Beauty///Food Supplements";"en";"393";"15 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/health-and-beauty/food-supplements/";"food-supplements";"";"D"
"";"الصحة والجمال///المكياج";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"391";"Hobby & Sports/// DIY";"en";"391";"15 Jan 2025 00:00:00";"A";"80";"";"";"default";"0";"";"";"";"https://is2or.com/hobby-and-sports/diy/";"diy";"";"D"
"";"الصحة والجمال///المكملات الغذائية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"378";"Supermarket///Pet Products";"en";"332";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-12/";"supermarket-en-12";"";""
"";"السوبر ماركت///منتجات الحيوانات الأليفة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"366";"Supermarket///Fruits & Vegetables";"en";"331";"20 Jan 2025 10:23:18";"A";"0";"https://is2or.com/images/detailed/8/Fruits-_-Vegetables.jpg#{[ar]:;[en]:;}";"";"default";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en/";"supermarket-en";"";"D"
"";"السوبر ماركت///الفواكه والخضروات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"365";"Auto & Moto///Boat";"en";"330";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/auto-and-moto/auto-and-moto-en-4/";"auto-and-moto-en-4";"";""
"";"السيارات والدراجات النارية///القوارب";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"364";"Auto & Moto///Jet Skie";"en";"329";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/auto-and-moto/auto-and-moto-en-3/";"auto-and-moto-en-3";"";""
"";"السيارات والدراجات النارية///الدراجات المائية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"363";"Auto & Moto///E-Bike";"en";"328";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/auto-and-moto/auto-and-moto-en-2/";"auto-and-moto-en-2";"";""
"";"السيارات والدراجات النارية///الدراجات الكهربائية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"362";"Auto & Moto///MotoCycle";"en";"327";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/auto-and-moto/auto-and-moto-en/";"auto-and-moto-en";"";""
"";"السيارات والدراجات النارية///الدراجات النارية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"361";"Auto & Moto///Car";"en";"326";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/auto-and-moto/auto-and-moto/";"auto-and-moto";"";""
"";"السوبر ماركت///المشروبات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"371";"Supermarket///Dairy";"en";"299";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/house-and-gardening/supermarket-en/";"supermarket-en";"";""
"";"السوبر ماركت///المخبوزات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"370";"Supermarket///Bakery";"en";"300";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-5/";"supermarket-en-5";"";""
"";"السوبر ماركت///منتجات الأطفال والرضع";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"377";"Supermarket///Children And Baby Products";"en";"301";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-11/";"supermarket-en-11";"";""
"";"السوبر ماركت///الملابس";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"376";"Supermarket///Clothing";"en";"302";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-10/";"supermarket-en-10";"";""
"";"السوبر ماركت///العناية والنظافة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"375";"Supermarket///Care And Hygiene";"en";"303";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-9/";"supermarket-en-9";"";""
"";"السوبر ماركت///المنتجات المنزلية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"374";"Supermarket///Household Products";"en";"304";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-8/";"supermarket-en-8";"";""
"";"السوبر ماركت///منتجات التنظيف";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"358";"Games///Nintendo";"en";"310";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/games-en/";"games-en";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"357";"Games///Playstation";"en";"311";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/games/";"games";"";""
"";"الألعاب///بلايستيشن";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"387";"Hobby & Sports///Pets";"en";"387";"15 Jan 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"";"https://is2or.com/hobby-and-sports/pets/";"pets";"";"D"
"";"الهوايات والرياضة///الحيوانات الأليفة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"386";"Hobby & Sports///Sports";"en";"386";"15 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/hobby-and-sports/sports/";"sports";"";"D"
"";"الهوايات والرياضة///الرياضة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"385";"Hobby & Sports///Beach & Pool";"en";"385";"15 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/hobby-and-sports/beach-and-pool/";"beach-and-pool";"";"D"
"";"الهوايات والرياضة///الشاطئ والمسبح";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"384";"Hobby & Sports///Camping";"en";"384";"15 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/hobby-and-sports/camping/";"camping";"";"D"
"";"الهوايات والرياضة///التخييم";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"382";"Jewelries///Pearl ";"en";"382";"15 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/jewelries/pearl/";"pearl";"";"D"
"";"المجوهرات///لؤلؤة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"383";"Jewelries///Accessories";"en";"383";"15 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/jewelries/accessories/";"accessories";"";"D"
"";"المجوهرات///الإكسسوارات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"381";"Jewelries///Silver ";"en";"381";"15 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/jewelries/silver/";"silver";"";"D"
"";"المجوهرات///الفضة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"350";"House & Gardening///Security";"en";"378";"15 Jan 2025 04:00:37";"A";"0";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/security/";"security";"";"D"
"";"المنزل والحدائق///الأمن";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"339";"Health & Beauty///Sun Care & Tanning";"en";"379";"15 Jan 2025 03:24:39";"A";"0";"";"";"default";"0";"";"";"";"https://is2or.com/health-and-beauty/sun-care-and-tanning/";"sun-care-and-tanning";"";"D"
"";"الصحة والجمال///الوقاية من الشمس والتسمير";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"380";"Electronics/// Computers";"en";"380";"15 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/computers/";"computers";"";"D"
"";"الإلكترونيات///الحواسيب";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"388";"Hobby & Sports///Gym Equipment";"en";"388";"15 Jan 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"";"https://is2or.com/hobby-and-sports/gym-equipment/";"gym-equipment";"";"D"
"";"الهوايات والرياضة///معدات الصالة الرياضية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"389";"Hobby & Sports///Biking";"en";"389";"15 Jan 2025 00:00:00";"A";"60";"";"";"default";"0";"";"";"";"https://is2or.com/hobby-and-sports/biking/";"biking";"";"D"
"";"الهوايات والرياضة///ركوب الدراجات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"390";"Hobby & Sports///Athletic Fashion";"en";"390";"15 Jan 2025 00:00:00";"A";"70";"";"";"default";"0";"";"";"";"https://is2or.com/hobby-and-sports/athletic-fashion/";"athletic-fashion";"";"D"
"";"الهوايات والرياضة///أزياء رياضية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"391";"Hobby & Sports/// DIY";"en";"391";"15 Jan 2025 00:00:00";"A";"80";"";"";"default";"0";"";"";"";"https://is2or.com/hobby-and-sports/diy/";"diy";"";"D"
"";"الهوايات والرياضة///اصنعها بنفسك";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"392";"Hobby & Sports///Fishing";"en";"392";"15 Jan 2025 00:00:00";"A";"90";"";"";"default";"0";"";"";"";"https://is2or.com/hobby-and-sports/fishing/";"fishing";"";"D"
"";"الهوايات والرياضة///صيد السمك";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"393";"Health & Beauty///Food Supplements";"en";"393";"15 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/health-and-beauty/food-supplements/";"food-supplements";"";"D"
"";"الصحة والجمال///المكملات الغذائية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"394";"Health & Beauty///Make up";"en";"394";"15 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/health-and-beauty/make-up/";"make-up";"";"D"
"";"الصحة والجمال///المكياج";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"395";"Health & Beauty///Medical Supplies";"en";"395";"15 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/health-and-beauty/medical-supplies/";"medical-supplies";"";"D"
"";"الصحة والجمال///اللوازم الطبية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"396";"House & Gardening///Appliances";"en";"396";"15 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/appliances/";"appliances";"";"D"
"";"المنزل والحدائق///الأجهزة المنزلية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"397";"House & Gardening///Tools";"en";"397";"15 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/tools/";"tools";"";"D"
"";"المنزل والحدائق///الأدوات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"398";"House & Gardening///Garden";"en";"398";"15 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/garden/";"garden";"";"D"
"";"المنزل والحدائق///الحديقة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"399";"House & Gardening///Furnitures";"en";"399";"15 Jan 2025 00:00:00";"A";"110";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/furnitures/";"furnitures";"";"D"
"";"المنزل والحدائق///المفروشات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"400";"House & Gardening///Lighting";"en";"400";"15 Jan 2025 00:00:00";"A";"120";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/lighting/";"lighting";"";"D"
"";"المنزل والحدائق///الإضاءة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"401";"House & Gardening///Cleaning Products";"en";"401";"15 Jan 2025 00:00:00";"A";"130";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/cleaning-products/";"cleaning-products";"";"D"
"";"المنزل والحدائق///منتجات التنظيف";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"402";"House & Gardening///Kitchen Items";"en";"402";"15 Jan 2025 00:00:00";"A";"140";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/kitchen-items/";"kitchen-items";"";"D"
"";"المنزل والحدائق///أدوات المطبخ";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"403";"House & Gardening///Linen Items";"en";"403";"15 Jan 2025 00:00:00";"A";"150";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/linen-items/";"linen-items";"";"D"
"";"المنزل والحدائق///عناصر الكتان";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"404";"House & Gardening///Bathroom Equipment";"en";"404";"15 Jan 2025 00:00:00";"A";"160";"";"";"default";"0";"";"";"";"https://is2or.com/house-and-gardening/bathroom-equipment/";"bathroom-equipment";"";"D"
"";"المنزل والحدائق///معدات الحمامات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"405";"Electronics///Digital product";"en";"405";"21 Jan 2025 00:00:00";"A";"100";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/digital-product/";"digital-product";"";"D"
"";"الإلكترونيات///Digital product";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"407";"Fresh & Local///Cottage food";"en";"407";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/fresh-and-local/cottage-food/";"cottage-food";"";"D"
"";"Fresh & Local///Cottage food";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"408";"Fresh & Local///Fruits from farms";"en";"408";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/fresh-and-local/fruits-from-farms/";"fruits-from-farms";"";"D"
"";"Fresh & Local///Fruits from farms";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"409";"Fresh & Local///Honey and Ghee";"en";"409";"21 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/fresh-and-local/honey-and-ghee/";"honey-and-ghee";"";"D"
"";"Fresh & Local///Honey and Ghee";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"410";"Fresh & Local///Diet meals";"en";"410";"21 Jan 2025 00:00:00";"A";"40";"https://is2or.com/images/detailed/8/diet.jpg#{[ar]:;[en]:;}";"";"default";"0";"";"";"";"https://is2or.com/fresh-and-local/diet-meals/";"diet-meals";"";"D"
"";"Fresh & Local///Diet meals";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"304";"Jewelries///Diamond///Rings";"en";"339";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/jewelries/jewelries/jewelries/";"jewelries";"";""
"";"المجوهرات///الماس///الخواتم";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"305";"Jewelries///Diamond///Bracelet";"en";"340";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/jewelries/jewelries/jewelries-en/";"jewelries-en";"";""
"";"المجوهرات///الماس///الأساور";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"306";"Jewelries///Diamond///Chain";"en";"341";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/jewelries/jewelries/jewelries-en-2/";"jewelries-en-2";"";""
"";"المجوهرات///الماس///السلاسل";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"307";"Jewelries///Diamond///Earring";"en";"342";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/jewelries/jewelries/jewelries-en-3/";"jewelries-en-3";"";""
"";"المجوهرات///الماس///الأقراط";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"308";"Jewelries///Gold///Rings";"en";"343";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/jewelries/gold/jewelries/";"jewelries";"";""
