CategoryCode;CategoryPath;Language;CategoryId;DateAdded;Status;Position;DetailedImageURL;Description;ProductDetailsView;UsergroupIds;PageTitle;MetaDescription;MetaKeywords;CategoryUrl;SeoName;Store;Discussion
"498";"Home & Gardening///Gardenin///Tools";"en";"498";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/home-and-gradening/gardenin/tools/";"tools";"";"D"
"499";"Home & Gardening///Gardenin///Lawn Care";"en";"499";"21 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/home-and-gradening/gardenin/lawn-care/";"lawn-care";"";"D"
"500";"Home & Gardening///Gardenin///Furnitures";"en";"500";"21 Jan 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"";"https://is2or.com/home-and-gradening/gardenin/furnitures/";"furnitures";"";"D"
"501";"Home & Gardening///Gardenin///Lighting";"en";"501";"21 Jan 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"";"https://is2or.com/home-and-gradening/gardenin/lighting/";"lighting";"";"D"
"502";"Home & Gardening///Gardenin///Bathroom Equipment";"en";"502";"21 Jan 2025 00:00:00";"A";"60";"";"";"default";"0";"";"";"";"https://is2or.com/home-and-gradening/gardenin/bathroom-equipment/";"bathroom-equipment";"";"D"
"503";"Home & Gardening///Gardenin///Office Equipment";"en";"503";"21 Jan 2025 00:00:00";"A";"70";"";"";"default";"0";"";"";"";"https://is2or.com/home-and-gradening/gardenin/office-equipment/";"office-equipment";"";"D"
"507";"Fresh & Local///Homemade Meals///Main Dish";"en";"507";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/fresh-and-local/homemade-meals/main-dish/";"main-dish";"";"D"
"508";"Fresh & Local///Homemade Meals///Classic Sweets";"en";"508";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/fresh-and-local/homemade-meals/classic-sweets/";"classic-sweets";"";"D"
"509";"Fresh & Local///Fruits from farms///Dates";"en";"509";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/fresh-and-local/fruits-from-farms/dates/";"dates";"";"D"
"510";"Fresh & Local///Fruits from farms///Honey";"en";"510";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/fresh-and-local/fruits-from-farms/honey/";"honey";"";"D"
"511";"Fresh & Local///Fruits from farms///Ghee";"en";"511";"21 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/fresh-and-local/fruits-from-farms/ghee/";"ghee";"";"D"
"512";"Fresh & Local///Nuts & Spices///Mixed Nuts";"en";"512";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/fresh-and-local/nuts-and-spices/mixed-nuts/";"mixed-nuts";"";"D"
"513";"Fresh & Local///Nuts & Spices///Spices";"en";"513";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/fresh-and-local/nuts-and-spices/spices/";"spices";"";"D"
"467";"Sports & Hobbies///Sports///DIY";"en";"467";"21 Jan 2025 00:00:00";"A";"80";"";"";"default";"0";"";"";"";"https://is2or.com/sports-and-hobbies/sports/diy/";"diy";"";"D"
"466";"Sports & Hobbies///Sports///Athletic Fashion";"en";"466";"21 Jan 2025 00:00:00";"A";"70";"";"";"default";"0";"";"";"";"https://is2or.com/sports-and-hobbies/sports/athletic-fashion/";"athletic-fashion";"";"D"
"465";"Sports & Hobbies///Sports///Biking & E-Bikes";"en";"465";"21 Jan 2025 00:00:00";"A";"60";"";"";"default";"0";"";"";"";"https://is2or.com/sports-and-hobbies/sports/biking-and-e-bikes/";"biking-and-e-bikes";"";"D"
"464";"Sports & Hobbies///Sports///Gym Equipment";"en";"464";"21 Jan 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"";"https://is2or.com/sports-and-hobbies/sports/gym-equipment/";"gym-equipment";"";"D"
"422";"Electronics & Digital Products///Digital Products///Ebooks";"en";"422";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/digital-products/ebooks/";"ebooks";"";"D"
"423";"Electronics & Digital Products///Digital Products///Software";"en";"423";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/digital-products/software/";"software";"";"D"
"424";"Electronics & Digital Products///Digital Products///Membership";"en";"424";"21 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/digital-products/membership/";"membership";"";"D"
"425";"Electronics & Digital Products///Digital Products///Audio books";"en";"425";"21 Jan 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/digital-products/audio-books/";"audio-books";"";"D"
"426";"Electronics & Digital Products///Electronics///Mobile Phones";"en";"426";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/electronics/mobile-phones/";"mobile-phones";"";"D"
"427";"Electronics & Digital Products///Electronics///Computers";"en";"427";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/electronics/computers/";"computers";"";"D"
"428";"Electronics & Digital Products///Electronics///Tablets & Accessories";"en";"428";"21 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/electronics/tablets-and-accessories/";"tablets-and-accessories";"";"D"
"429";"Electronics & Digital Products///Electronics///Security & Surveillance";"en";"429";"21 Jan 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/electronics/security-and-surveillance/";"security-and-surveillance";"";"D"
"430";"Electronics & Digital Products///Electronics///Wearables";"en";"430";"21 Jan 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/electronics/wearables/";"wearables";"";"D"
"431";"Electronics & Digital Products///Electronics///Television";"en";"431";"21 Jan 2025 00:00:00";"A";"60";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/electronics/television/";"television";"";"D"
"548";"Electronics & Digital Products///Digital Products///Art Gallery";"en";"548";"21 Jan 2025 00:00:00";"A";"60";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/digital-products/art-gallery/";"art-gallery";"";"D"
"433";"Electronics & Digital Products///Electronics///E-scooter";"en";"433";"21 Jan 2025 00:00:00";"A";"80";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/electronics/e-scooter/";"e-scooter";"";"D"
"434";"Electronics & Digital Products///Gaming///X-box";"en";"434";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/gaming/x-box/";"x-box";"";"D"
"435";"Electronics & Digital Products///Gaming///Playstation";"en";"435";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/gaming/playstation/";"playstation";"";"D"
"436";"Electronics & Digital Products///Gaming///Nintendo";"en";"436";"21 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/gaming/nintendo/";"nintendo";"";"D"
"437";"Electronics & Digital Products///Gaming///PC gaming";"en";"437";"21 Jan 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/gaming/pc-gaming/";"pc-gaming";"";"D"
"438";"Electronics & Digital Products///Gaming///Accessories";"en";"438";"21 Jan 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"";"https://is2or.com/electronics/gaming/accessories/";"accessories";"";"D"
"443";"Fashion & Jewelry///Man///Clothes";"en";"443";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/man/clothes/";"clothes";"";"D"
"444";"Fashion & Jewelry///Man///Shoes";"en";"444";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/man/shoes/";"shoes";"";"D"
"445";"Fashion & Jewelry///Man///Accessories";"en";"445";"21 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/man/accessories/";"accessories";"";"D"
"446";"Fashion & Jewelry///Woman///Clothes";"en";"446";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/woman/clothes/";"clothes";"";"D"
"447";"Fashion & Jewelry///Woman///Hand Bag";"en";"447";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/woman/hand-bag/";"hand-bag";"";"D"
"448";"Fashion & Jewelry///Woman///Shoes";"en";"448";"21 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/woman/shoes/";"shoes";"";"D"
"449";"Fashion & Jewelry///Woman///Wedding";"en";"449";"21 Jan 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/woman/wedding/";"wedding";"";"D"
"450";"Fashion & Jewelry///Woman///Traditional Costume";"en";"450";"21 Jan 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/woman/traditional-costume/";"traditional-costume";"";"D"
"451";"Fashion & Jewelry///Woman///Accessories";"en";"451";"21 Jan 2025 00:00:00";"A";"60";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/woman/accessories/";"accessories";"";"D"
"452";"Fashion & Jewelry///Kids///Clothes";"en";"452";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/kids/clothes/";"clothes";"";"D"
"453";"Fashion & Jewelry///Kids///Shoes";"en";"453";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/kids/shoes/";"shoes";"";"D"
"454";"Fashion & Jewelry///Jewllery///Diamond";"en";"454";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/jewllery/diamond/";"diamond";"";"D"
"455";"Fashion & Jewelry///Jewllery///Gold";"en";"455";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/jewllery/gold/";"gold";"";"D"
"456";"Fashion & Jewelry///Jewllery///Silver";"en";"456";"21 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/jewllery/silver/";"silver";"";"D"
"457";"Fashion & Jewelry///Jewllery///Accessories";"en";"457";"21 Jan 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"";"https://is2or.com/fashion-and-jewelry/jewllery/accessories/";"accessories";"";"D"
"460";"Sports & Hobbies///Sports///Camping";"en";"460";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/sports-and-hobbies/sports/camping/";"camping";"";"D"
"461";"Sports & Hobbies///Sports///Beach & Pool";"en";"461";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/sports-and-hobbies/sports/beach-and-pool/";"beach-and-pool";"";"D"
"462";"Sports & Hobbies///Sports///Sports";"en";"462";"21 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/sports-and-hobbies/sports/sports/";"sports";"";"D"
"463";"Sports & Hobbies///Sports///Pets";"en";"463";"21 Jan 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"";"https://is2or.com/sports-and-hobbies/sports/pets/";"pets";"";"D"
"522";"Supermarket///Retail///Packaged Products";"en";"522";"21 Jan 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"";"https://is2or.com/supermarket/retail/packaged-products/";"packaged-products";"";"D"
"523";"Supermarket///Retail///Bakery";"en";"523";"21 Jan 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"";"https://is2or.com/supermarket/retail/bakery/";"bakery";"";"D"
"524";"Supermarket///Retail///Dairy";"en";"524";"21 Jan 2025 00:00:00";"A";"60";"";"";"default";"0";"";"";"";"https://is2or.com/supermarket/retail/dairy/";"dairy";"";"D"
"525";"Supermarket///Retail///Beverages";"en";"525";"21 Jan 2025 00:00:00";"A";"70";"";"";"default";"0";"";"";"";"https://is2or.com/supermarket/retail/beverages/";"beverages";"";"D"
"526";"Supermarket///Retail///Cleaning Products";"en";"526";"21 Jan 2025 00:00:00";"A";"80";"";"";"default";"0";"";"";"";"https://is2or.com/supermarket/retail/cleaning-products/";"cleaning-products";"";"D"
"527";"Supermarket///Retail///Household Products";"en";"527";"21 Jan 2025 00:00:00";"A";"90";"";"";"default";"0";"";"";"";"https://is2or.com/supermarket/retail/household-products/";"household-products";"";"D"
"528";"Supermarket///Retail///Care And Hygiene";"en";"528";"21 Jan 2025 00:00:00";"A";"100";"";"";"default";"0";"";"";"";"https://is2or.com/supermarket/retail/care-and-hygiene/";"care-and-hygiene";"";"D"
"529";"Supermarket///Retail///Clothing";"en";"529";"21 Jan 2025 00:00:00";"A";"110";"";"";"default";"0";"";"";"";"https://is2or.com/supermarket/retail/clothing/";"clothing";"";"D"
"531";"Supermarket///Retail///Pet Products";"en";"531";"21 Jan 2025 00:00:00";"A";"130";"";"";"default";"0";"";"";"";"https://is2or.com/supermarket/retail/pet-products/";"pet-products";"";"D"
"532";"Supermarket///Retail///Seasonal Products";"en";"532";"21 Jan 2025 00:00:00";"A";"140";"";"";"default";"0";"";"";"";"https://is2or.com/supermarket/retail/seasonal-products/";"seasonal-products";"";"D"
"535";"Automotive///Car Parts///Engine Parts";"en";"535";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/automotive/car-parts/engine-parts/";"engine-parts";"";"D"
"536";"Automotive///Car Parts///Brake Systems";"en";"536";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/automotive/car-parts/brake-systems/";"brake-systems";"";"D"
"537";"Automotive///Car Parts///Transmission Parts";"en";"537";"21 Jan 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"";"https://is2or.com/automotive/car-parts/transmission-parts/";"transmission-parts";"";"D"
"538";"Automotive///Car Parts///Electrical Parts";"en";"538";"21 Jan 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"";"https://is2or.com/automotive/car-parts/electrical-parts/";"electrical-parts";"";"D"
"539";"Automotive///Car Parts///Filters & Fluids";"en";"539";"21 Jan 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"";"https://is2or.com/automotive/car-parts/filters-and-fluids/";"filters-and-fluids";"";"D"
"540";"Automotive///Car Parts///Body Parts";"en";"540";"21 Jan 2025 00:00:00";"A";"60";"";"";"default";"0";"";"";"";"https://is2or.com/automotive/car-parts/body-parts/";"body-parts";"";"D"
"541";"Automotive///Auto Accessories///Care Products";"en";"541";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"";"https://is2or.com/automotive/auto-accessories/care-products/";"care-products";"";"D"
"542";"Automotive///Auto Accessories///Tools & Equipment";"en";"542";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"";"https://is2or.com/automotive/auto-accessories/tools-and-equipment/";"tools-and-equipment";"";"D"
