language,product_code,product_name,category,brand,description,short_description,product_price,display_price,unit,weight,quantity,tax,image
en,399716_EA,Tamimi Markets Home Pantry Beverage Bin-18EGG,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,Pantry Beverage Bin,14.95,14.95,18EGG,18EGG,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240430/3997161-20240430-160548.webp
en,399720_EA,Tamimi Markets Home Lamborghini Sian Car-1pcs,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,Lamborghini Sian Car,19.95,19.95,1pcs,1pcs,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240430/3997201-20240430-160238.webp
en,399708_EA,Tamimi Markets Home Organizer Bin-14Eggs,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,Organizer Bin,12.95,12.95,14Eggs,14Eggs,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240404/3997081-20240404-120026.webp
en,399707_EA,Tamimi Markets Home Organizer Bin With Cover And Dividers-1Pcs,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,Organizer Bin With Cover And Dividers,13.95,13.95,1Pcs,1Pcs,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240404/3997071-20240404-120136.webp
en,399705_EA,Tamimi Markets Home Organizer Bin With Carry Handle-1Pc,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,Organizer Bin With Carry Handle,6.95,6.95,1Pc,1Pc,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240404/3997051-20240404-120016.webp
en,399678_EA,Tamimi Markets Home Angled Plastic Storage Box-1Pcs,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,Angled Plastic Storage Box,7.95,7.95,1Pcs,1Pcs,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240404/3996781-20240404-120328.webp
en,396610_EA,Tamimi Markets Home Round Tart Pan-30.7X3Cm,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,Round Tart Pan,8.95,8.95,30.7X3Cm,30.7X3Cm,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240404/3966101-20240404-120232.webp
en,400892_PAK,Nestle Crispy Wafer With Hazelnut Covered With Milk Chocolate-12X31G,Supermarket///Retail///Breakfast & Snacks,Nestle,,Crispy Wafer With Hazelnut Covered With Milk Chocolate,36.95,36.95,12X31G,12X31G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20250306/4008921-20250306-125427.webp
en,400892_EA,Nestle Crispy Wafer With Hazelnut Covered With Milk Chocolate-31G,Supermarket///Retail///Breakfast & Snacks,Nestle,,Crispy Wafer With Hazelnut Covered With Milk Chocolate,3.25,3.25,31G,31G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20250306/4008921-20250306-125427.webp
en,400519_EA,Almira Sagi Dates-900G,Fresh & Local///Fruits from farms///Dates,Almira,,Sagi Dates,35.95,35.95,900G,900G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240402/4005191-20240402-160655.webp
en,401260_EA,Noug Fresh Cream-150G,Supermarket///Retail///Dairy,Noug,,Fresh Cream,11.95,11.95,150G,150G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240326/4012601-20240326-160304.webp
en,401256_EA,Noug Cheese With Shaqra Chili-180G,Supermarket///Retail///Cheese & Cold Cuts,Noug,,Cheese With Shaqra Chili,56.25,56.25,180G,180G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240326/4012561-20240326-160036.webp
en,401254_EA,Noug Laban-300Ml,Supermarket///Retail///Dairy,Noug,,Laban,9.5,9.5,300Ml,300Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240326/4012541-20240326-160218.webp
en,401253_EA,Noug Fresh Milk With Lavender-300ML,Supermarket///Retail///Dairy,Noug,,Fresh Milk With Lavender,7.5,7.5,300ML,300ML,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240326/4012531-20240326-160256.webp
en,401251_EA,Noug Fresh Milk With Dark Chocolate-300ML,Supermarket///Retail///Dairy,Noug,,Fresh Milk With Dark Chocolate,7.5,7.5,300ML,300ML,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240326/4012511-20240326-160118.webp
en,401240_EA,Noug Fresh Milk With Cardamom-300ML,Supermarket///Retail///Dairy,Noug,,Fresh Milk With Cardamom,7.5,7.5,300ML,300ML,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240326/4012401-20240326-160110.webp
en,396618_EA,Tamimi Markets Home Roaster Pan  Rectan-28X20X3.9Cm,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,Roaster Pan  Rectan,11.95,11.95,28X20X3.9Cm,28X20X3.9Cm,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240320/3966181-20240320-160237.webp
en,396613_EA,Tamimi Markets Home Muffin Pan-35X27X3Cm,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,,22.95,22.95,35X27X3Cm,35X27X3Cm,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/2/images/originals/20240321/3966131-20240321-063929.webp
en,396609_EA,Tamimi Markets Home Roaster Pan Square-34X25X5Cm,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,Roaster Pan Square,9.95,9.95,34X25X5Cm,34X25X5Cm,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240320/3966091-20240320-160645.webp
en,396608_EA,Tamimi Markets Home Rectangular Cake Pan With Lid-1 Pc,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,,19.95,19.95,1 Pc,1 Pc,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/2/images/originals/20240321/3966081-20240321-064143.webp
en,396607_EA,Tamimi Markets Home Loaf Springform Pan Rectangle-1 Pc,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,Loaf Springform Pan Rectangle,21.95,21.95,1 Pc,1 Pc,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240320/3966071-20240320-160627.webp
en,396605_EA,Tamimi Markets Home Roaster Pan With Gril-34X24X5.7Cm,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,Roaster Pan With Gril,19.95,19.95,34X24X5.7Cm,34X24X5.7Cm,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240320/3966051-20240320-161514.webp
en,396604_EA,Tamimi Markets Home Roaster Pan With Grill And Lid Square-1 Pc,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,Roaster Pan With Grill And Lid Square,18.95,18.95,1 Pc,1 Pc,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240320/3966041-20240320-160737.webp
en,396603_EA,Tamimi Markets Home Bundform Pan Flower Shape-1 Pc,Home & Gardening///Home///Kitchen Items,Tamimi Markets Home,,Bundform Pan Flower Shape,17.95,17.95,1 Pc,1 Pc,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20240320/3966031-20240320-160832.webp
en,389397_EA,Nivea Luminous Eye Serum-15Ml,Heath & Beauty///Beauty///Personal Grooming,Nivea,,Luminous Eye Serum,69.95,69.95,15Ml,15Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/640/20240116/389397_1-20240116-120152.png
en,391190_EA, Flannel Blanket-130X170Cm,Home & Gardening///Home///Linen Items,,,Flannel Blanket,34.95,34.95,130X170Cm,130X170Cm,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/640/20240108/391190_1-20240108-120115.png
en,398569_EA,Tamimi Markets Gluten Free Peanut Butter Cake-80G,Supermarket///Retail///Bakery,Tamimi Markets,,Gluten Free Peanut Butter Cake,2.5,2.5,80G,80G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20240102/398569_1-20240102-160041.png
en,398567_EA,Tamimi Markets Keto Gluten Free Penut Cookies-80G,Supermarket///Retail///Bakery,Tamimi Markets,,Keto Gluten Free Penut Cookies,2.5,2.5,80G,80G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20240102/398567_1-20240102-160218.png
en,398564_EA,Tamimi Markets Keto Gluten Free Chocolate Muffins-80G,Supermarket///Retail///Bakery,Tamimi Markets,,Keto Gluten Free Chocolate Muffins,2.5,2.5,80G,80G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20240102/398564_1-20240102-160122.png
en,398558_EA,Tamimi Markets Gluten Free Brownie-80G,Supermarket///Retail///Bakery,Tamimi Markets,,Gluten Free Brownie,2.5,2.5,80G,80G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20240102/398558_1-20240102-160053.png
en,398557_EA,Tamimi Markets Gluten Free Chocolate Muffins-80G,Supermarket///Retail///Bakery,Tamimi Markets,,Gluten Free Chocolate Muffins,2.5,2.5,80G,80G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20240102/398557_1-20240102-160430.png
en,398556_EA,Tamimi Markets Gluten Free Vanilla Muffins-80G,Supermarket///Retail///Bakery,Tamimi Markets,,Gluten Free Vanilla Muffins,17.95,17.95,80G,80G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20240102/398556_1-20240102-160306.png
en,398555_EA,Tamimi Markets Gluten Free Banana Muffins-80G,Supermarket///Retail///Bakery,Tamimi Markets,,Gluten Free Banana Muffins,2.5,2.5,80G,80G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20240102/398555_1-20240102-160021.png
en,398552_EA,Tamimi Markets Gluten Free Pizza Base Mini-80G,Supermarket///Retail///Packaged Products,Tamimi Markets,,Gluten Free Pizza Base Mini,2.5,2.5,80G,80G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20240102/398552_1-20240102-160114.png
en,398156_EA,Pomi Tomatoes Rustica Glass-700G,Supermarket///Retail///Fruits & Vegetables,Pomi,,Tomatoes Rustica Glass,9.95,9.95,700G,700G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20240102/398156_1-20240102-160213.png
en,398155_EA,Pomi Strained Tomato Glass-700G,Supermarket///Retail///Fruits & Vegetables,Pomi,,Strained Tomato Glass,9.95,9.95,700G,700G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20240102/398155_1-20240102-160441.png
en,397146_EA,Open Nature Dressing Honey Mustard-11.8Oz,Supermarket///Retail///Packaged Products,Open Nature,,Dressing Honey Mustard,23.95,23.95,11.8Oz,11.8Oz,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20240102/397146_1-20240102-160346.png
en,293580_EA,Olay Complete Day Cream-50Ml,Heath & Beauty///Beauty///Personal Grooming,Olay,,Complete Day Cream,38.5,38.5,50Ml,50Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20240102/293580_1-20240102-160220.png
en,346418_EA,Fabiola Luxury Colonia Lime & Nutmeg-250Ml,Heath & Beauty///Beauty///Personal Grooming,Fabiola,,,17.95,17.95,250Ml,250Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/2/images/originals/20240722/3464181-20240722-121101.webp
en,390022_EA,Kraft Can Light Cheddar Cheese-100G,Supermarket///Retail///Cheese & Cold Cuts,Kraft,,Can Light Cheddar Cheese,8.95,8.95,100G,100G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20231226/390022_1-20231226-160006.png
en,388018_EA,La Boulangère Pita Bread 4 Pieces-320G,Supermarket///Retail///Bakery,La Boulangère,Ingredients: Wheat flour  69%  water  yeast  salt  wheat gluten  rapeseed oil  thickener: guar gum  sugar  preservative: calcium propionate.,Ingredients: Wheat flour  69%  water  yeast  salt  wheat gluten  rapeseed oil  thickener: guar gum  sugar  preservative: calcium propionate.,19.95,19.95,320G,320G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/originals/20220802/388018_1-20220802-140748.png
en,388014_EA,La Boulangère Complete Viennese Baguette 4 Pieces-340G,Supermarket///Retail///Bakery,La Boulangère,Ingredients: Whole wheat flour 59%  whole eggs  14%  water  rapeseed oil  wheat gluten  wheat flour 1.2%  yeast  natural flavor  AOP Charentes Poitou butter  salt  milk  yeast  flour treatment agent: ascorbic acid.,Ingredients: Whole wheat flour 59%  whole eggs  14%  water  rapeseed oil  wheat gluten  wheat flour 1.2%  yeast  natural flavor  AOP Charentes Poitou butter  salt  milk  yeast  flour treatment agent: ascorbic acid.,21.95,21.95,340G,340G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/originals/20220512/388014_1-20220512-113459.png
en,382550_EA,Tamimi Markets Basics Egg Cutter-1 PCS,Home & Gardening///Home///Kitchen Items,Tamimi Markets Basics,,Egg Cutter,6.95,6.95,1 PCS,1 PCS,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20220505/382550_1-20220505-220039.png
en,378606_EA,Nestle Cerelac Apple Puree-90G,Supermarket///Retail///Breakfast & Snacks,Nestle,,,6.5,6.5,90G,90G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20250302/3786061-20250302-120433.webp
en,313764_EA,Vicks Vaporub-100G,Supermarket///Retail///Dairy,Vicks,,Vaporub,30.5,30.5,100G,100G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20220130/313764_1-20220130-220020.png
en,382475_EA,Tamimi Markets Basics Bath Shower Loofah Pouf Men-1PCS,Home & Gardening///Home///Linen Items,Tamimi Markets Basics,,Bath Shower Loofah Pouf Men,4.95,4.95,1PCS,1PCS,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20220125/382475_1-20220125-120020.png
en,380272_EA,Rama Coconut Gel Nata De Coco Red-340G,Supermarket///Retail///Seasonal Products,Rama,,Coconut Gel Nata De Coco Red,7.95,7.95,340G,340G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20220125/380272_1-20220125-060224.png
en,297384_EA,Pam Simply Coconut Oil Cooking Spray-5Z,Supermarket///Retail///Packaged Products,Pam,,Simply Coconut Oil Cooking Spray,21.95,21.95,5Z,5Z,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20220109/297384_1-20220109-220021.png
en,342323_EA,Oral B Fresh Mint Mouthwash-250Ml,Heath & Beauty///Beauty///Personal Grooming,Oral B,,Fresh Mint Mouthwash,20.5,20.5,250Ml,250Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20220104/342323_1-20220104-140324.png
en,328502_EA,Gillette Women Razor Blade-4 Count,Heath & Beauty///Beauty///Personal Grooming,Gillette,,Women Razor Blade,138.95,138.95,4 Count,4 Count,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20220104/328502_1-20220104-140051.png
en,312664_EA,Gillette Clear Gel Power Rush-70 Ml,Fashion & Jewelry///Man,Gillette,,Clear Gel Power Rush,24.95,24.95,70 Ml,70 Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20220104/312664_1-20220104-100214.png
en,311889_EA,Gillette Classic Menthol Men'S Shaving Foam-200Ml,Heath & Beauty///Beauty///Personal Grooming,Gillette,,Classic Menthol Men'S Shaving Foam,14.95,14.95,200Ml,200Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20220104/311889_1-20220104-100049.png
en,380629_EA,Safeway Signature Select Preserves Strawberry-13Z,Fresh & Local,Safeway,,Signature Select Preserves Strawberry,21.95,21.95,13Z,13Z,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20220103/380629_1-20220103-220010.png
en,380772_EA,Barebells Milkshake Chocolate-330G,Fresh & Local,Barebells,,Milkshake Chocolate,24.95,24.95,330G,330G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20211230/380772_1-20211230-080844.png
en,379043_EA,Nai Iced Tea Moroccan Mint-250Ml,Fresh & Local,Nai,,Iced Tea Moroccan Mint,5.95,5.95,250Ml,250Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20211230/379043_1-20211230-081722.png
en,379043_CS,Nai Iced Tea Moroccan Mint-24×250Ml,Fresh & Local,Nai,,Iced Tea Moroccan Mint,116.15,116.15,24×250Ml,24×250Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20211230/379043_1-20211230-081722.png
en,379038_EA,Nai Peach Mango Jasmine Iced Tea-473Ml,Fresh & Local,Nai,,Peach Mango Jasmine Iced Tea,11.95,11.95,473Ml,473Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20211230/379038_1-20211230-081525.png
en,379038_CS,Nai Peach Mango Jasmine Iced Tea-12×473Ml,Fresh & Local,Nai,,Peach Mango Jasmine Iced Tea,116.7,116.7,12×473Ml,12×473Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20211230/379038_1-20211230-081525.png
en,379037_EA,Nai Hibiscus Pomegranate Rose Iced Tea-473Ml,Fresh & Local,Nai,,Hibiscus Pomegranate Rose Iced Tea,11.95,11.95,473Ml,473Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20211230/379037_1-20211230-081617.png
en,379037_CS,Nai Hibiscus Pomegranate Rose Iced Tea-12×473Ml,Fresh & Local,Nai,,Hibiscus Pomegranate Rose Iced Tea,116.7,116.7,12×473Ml,12×473Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20211230/379037_1-20211230-081617.png
en,120282_EA,Sara lee Carrot Cake-400G,Supermarket///Retail///Breakfast & Snacks,Sara lee,,Carrot Cake,32.95,32.95,400G,400G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20231019/120282_1-20231019-123347.png
en,386970_EA,Balim Acacia Honey-1Kg,Supermarket///Retail///Breakfast & Snacks,Balim,,Acacia Honey,75.95,75.95,1Kg,1Kg,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20220228/386970_1-20220228-100213.png
en,274334_EA,Nestle Coffee Mate Coffee Creamer-400G,Supermarket///Retail///Beverages,Nestle,,Coffee Mate Coffee Creamer,19.75,19.75,400G,400G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/1/images/640/20250306/2743341-20250306-122601.webp
en,186048_EA,Halwani Brothers Rusk With Milk-300G,Supermarket///Retail///Bakery,Halwani Brothers,,Rusk With Milk,7.95,7.95,300G,300G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20231019/186048_1-20231019-133404.png
en,135647_EA,Fuchsia French Brown Crepe Sugar Free-1PCS,Supermarket///Retail///Bakery,Fuchsia,,French Brown Crepe Sugar Free,5.0,5.0,1PCS,1PCS,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20231019/135647_1-20231019-123038.png
en,112843_EA,Rauch Red Grape Can Juice-355Ml,Supermarket///Retail///Beverages,Rauch,,Red Grape Can Juice,7.5,7.5,355Ml,355Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20231019/112843_1-20231019-123429.png
en,112843_CS,Rauch Red Grape Can Juice-24×355Ml,Supermarket///Retail///Beverages,Rauch,,Red Grape Can Juice,169.95,169.95,24×355Ml,24×355Ml,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20231019/112843_1-20231019-123429.png
en,109729_EA,Zara Lasagne-500G,Supermarket///Retail///Packaged Products,Zara,,Lasagne,16.25,16.25,500G,500G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/320/20231019/109729_1-20231019-124324.png
en,241956_EA,Galaxy Jewels Assortment Chocolate Gift Box-650G,Supermarket///Retail///Breakfast & Snacks,Galaxy Jewels,<p>Genuine taste and precious moments with Galaxy Jewels. Experience the miniatures crafted from smooth Galaxy chocolate with variants of flavors  ideal for sharing with friends and loved ones. The assorted chocolates cater to all taste buds  featuring rich pralines and classic chocolate filling combinations. Galaxy Jewels offers you a range of diverse flavors like Hazelnut  Milk Chocolate  Crispy  Mixed Nuts  and Caramel. Each Galaxy Jewels piece is meticulously wrapped  enhancing the luxurious experience of savoring these premium chocolates. Elevate ordinary evenings with a premium touch by unwinding with a Galaxy Jewels chocolate  making this chocolate assortment a decadent choice for diverse flavors and indulgent moments.</p> <p><br></p> <ul>   <li><u><strong>PRECIOUS MOMENTS SHARED WITH GALAXY JEWELS:</strong></u> Crafted from smooth and Silky Galaxy chocolate  these miniatures offer a variety of delightful flavors and textures  ideal as a chocolate gift box for friends and loved ones.</li>   <li><u><strong>AN ASSORTMENT FOR ALL: </strong></u>Please all tastebuds with the rich  flavorful Galaxy Jewels’ assorted chocolates. These exceptional miniature treats include chocolate pralines and classic chocolate filling combinations for you to enjoy.</li>   <li><u><strong>GENUINE TASTE AND DIVERSE FLAVORS: </strong></u>Made from quality ingredients  Galaxy offers you a range of classic flavors  including Hazelnut  Milk Chocolate  Crispy  Mixed Nuts  and Caramel.</li>   <li><u><strong>PREMIUM WRAPPED JEWELS:</strong></u> Each Galaxy Jewels is individually wrapped  providing a luxurious chocolatey moment. The thoughtful packaging of this premium chocolate box assortment will delight any chocolate lover.</li>   <li><u><strong>PREMIUM MINIATURE TOUCH: </strong></u>Add a premium touch to the simplest of evenings at home. Unwind and enjoy Galaxy Jewels whenever you feel like. Galaxy Jewels Mix Chocolate Box is your decadent choice of premium diverse flavors.</li> </ul>,<p>Genuine taste and precious moments with Galaxy Jewels. Experience the miniatures crafted from smooth Galaxy chocolate with variants of flavors  ideal for sharing with friends and loved ones. The assorted chocolates cater to all taste buds  featuring rich pralines and classic chocolate filling combinations. Galaxy Jewels offers you a range of diverse flavors like Hazelnut  Milk Chocolate  Crispy  Mixed Nuts  and Caramel. Each Galaxy Jewels piece is meticulously wrapped  enhancing the luxurious experience of savoring these premium chocolates. Elevate ordinary evenings with a premium touch by unwinding with a Galaxy Jewels chocolate  making this chocolate assortment a decadent choice for diverse flavors and indulgent moments.</p> <p><br></p> <ul>   <li><u><strong>PRECIOUS MOMENTS SHARED WITH GALAXY JEWELS:</strong></u> Crafted from smooth and Silky Galaxy chocolate  these miniatures offer a variety of delightful flavors and textures  ideal as a chocolate gift box for friends and loved ones.</li>   <li><u><strong>AN ASSORTMENT FOR ALL: </strong></u>Please all tastebuds with the rich  flavorful Galaxy Jewels’ assorted chocolates. These exceptional miniature treats include chocolate pralines and classic chocolate filling combinations for you to enjoy.</li>   <li><u><strong>GENUINE TASTE AND DIVERSE FLAVORS: </strong></u>Made from quality ingredients  Galaxy offers you a range of classic flavors  including Hazelnut  Milk Chocolate  Crispy  Mixed Nuts  and Caramel.</li>   <li><u><strong>PREMIUM WRAPPED JEWELS:</strong></u> Each Galaxy Jewels is individually wrapped  providing a luxurious chocolatey moment. The thoughtful packaging of this premium chocolate box assortment will delight any chocolate lover.</li>   <li><u><strong>PREMIUM MINIATURE TOUCH: </strong></u>Add a premium touch to the simplest of evenings at home. Unwind and enjoy Galaxy Jewels whenever you feel like. Galaxy Jewels Mix Chocolate Box is your decadent choice of premium diverse flavors.</li> </ul>,77.95,77.95,650G,650G,10,15.0,https://storage.googleapis.com/tm-zopsmart-uploads/2/images/originals/20240319/2419561-20240319-082505.webp
